,,,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,
Canara Bank,101739.7,,94695.1,3.9,,88307.5,12945.87,35304.2,51954.1,1329379.1,148841.3,27485.3,1.56,128763.6,,122072.2,4.9,,114555.5,13763.15,78250.7,52628.6,1660990.8,188578.2,84547.9,0.98,272.7,179.55,1104127.5
Century Textiles & Inds. Ltd.,31204.7,26466.6,169.6,510.2,10,30231,17117.47,3257.1,3672.6,25236.8,7056.9,2595.9,5.4,36358.2,32178.2,142.2,79.2,45.4,33573,19329.57,7949.9,4128.5,32167.8,8212.5,3078.7,5.06,678.05,493.75,23910.7
Chambal Fertilisers & Chemicals Ltd.,28074.1,27435.6,491.7,9,13.8,25769.3,20811.84,7330.3,2469.5,26719,6570.3,5037.8,1.69,26361.5,25962.9,93.1,230.5,76.2,25644.4,18992.44,13698,1368.1,36558.3,10011.8,-1270.3,1.27,35.85,62.9,28615.5
Chennai Petroleum Corpn. Ltd.,255162.6,209804.3,144.4,56.8,17.3,254352.6,197988.78,19545.3,22187.8,86481.2,44351,2734,1.44,294732.7,246108.5,333.8,2.8,30.4,292963.5,232803.41,17106.7,24744.1,84791.3,42924.8,14091.9,1.06,268.8,276.8,74588.6
Cipla Ltd.,32357.8,29700.1,39.7,941.9,94.3,27224.9,20064.62,51.6,6359,34647.7,19145.8,2624.4,10.06,37637.2,35564,629.1,18.9,,30649.6,24300.91,55.2,5281.3,44140.5,22009.5,3126.2,5.7,210.05,215,26123.9
Colgate-Palmolive (India) Ltd.,12636,11477,147.3,68.9,117.6,11184.5,6457.71,43.6,2823.6,6368.9,1730.5,1674.4,21.68,14523.8,13202,187.8,84.7,,12967.3,7705.12,42.8,3157.2,7196.9,2052.4,1399.4,16.13,185.6,181.05,5738.2
Corporation Bank,32016.9,,29663.1,,0.4,27572.3,3405.94,19600.8,21285,405066.4,51865.8,,1.63,40700.4,,38037.7,0.3,,35339,3581.44,26212.1,29893.1,527430.6,76166.1,52111.2,1.1,66.14,52.46,339238.6
Crompton Greaves Ltd.,28284.2,25621.2,71.8,80,6.1,26831.7,20233.43,2437.7,7362.7,16535,10016.5,2463.4,10.55,37305.7,33876.8,157.7,55.6,,36113.9,27423.17,2040.4,8893.9,20531.9,12405.8,2308.8,11.09,149.6,125.29,13524.2
Cummins India Ltd.,17210.5,14690.8,689.3,,4.2,15399.9,11883.78,2.1,2542,11603.5,6094.3,1286.5,6.01,21578.2,18536.2,637.7,,5.7,19394.5,14536.59,60.4,3062.4,13876.3,7471,1670.2,5.64,244.79,170.89,10642.9
Dabur India Ltd.,13922.9,12332.1,142.8,43.6,36.7,11987.5,6977.4,75.5,1935,7936.6,1817.9,1746.7,15.87,16617,16015.4,77.2,44,4.2,14319.4,9292.67,38,2784.9,8040.5,2706.5,2350.6,20.33,51.17,40.45,7218.3
Dena Bank,22562.4,,20000.3,563.2,,21832.5,2999.24,6082.7,8094.4,265568.4,29052.4,3470.8,0.98,26390,,23583.3,0.6,,24374.4,3217.43,9859.5,10802,314506.4,31975.9,4342.7,0.81,49.75,41.15,240333.4
Divi'S Laboratories Ltd.,3973.7,3871.9,6.1,,,3396.5,2391.42,607,1151.6,6507.2,3016.7,484.6,7.06,7438.6,7330.4,6.4,,,5391.5,4402.42,917.6,1239.3,8521.3,3919.4,1859.5,7.32,311.77,336.3,4553
Dr. Reddy'S Laboratories Ltd.,23423.5,20495.7,730.4,330.1,,21679.4,13851.65,96.1,5532.7,39123.3,17063.1,796.8,4.82,43752.8,41038.8,847.1,45.6,,32216.6,21020.2,2772.6,6334.3,58188,30217.1,8884.2,2.8,660.75,659.8,29976.6
Educomp Solutions Ltd.,538,523,9.6,,,406.3,201.68,24.1,50.3,1177.2,870,112.4,6.78,1121.8,1065.7,41.7,,,851.1,475.2,1168.7,176.7,2773.4,1492.9,180.3,13.22,438.92,542.55,411.3
Entertainment One (India) Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.7
Escorts Ltd.,19289.2,17545.6,1097.5,1.4,264.2,19344.7,14981.15,3198.4,5435.5,26307,6927.1,1400.3,1.68,21556.2,20766.1,220.7,1.3,46.8,21473.1,17855.68,3292.1,6021.7,27250.6,8031.4,-417.5,1.48,111.95,68.4,21565.9
Essar Oil Ltd.,6992.2,6435.9,346.7,,,6951.1,6869.24,55319.1,8979.8,95527.1,6397.9,2763.7,1.76,4843.7,4734.3,23.7,31,,5518.6,4813.03,83630.4,39704.8,156112.7,42383.4,-3904.7,2.12,55.35,181.65,87720.7
Everest Kanto Cylinder Ltd.,2570.9,2357.8,8.5,1.2,,2249.6,1675.68,375.9,306.5,2581.8,987.8,249,4.88,3764.9,3397.5,11,101.8,0.2,3566.5,2498.97,197.9,223.3,3931,1314,-199.6,5.84,223.13,252.8,1248.5
Federal Bank Ltd.,16738.6,,15816.9,473.2,,14486.5,1991.43,8785,4537.8,206921.3,21338.5,684.1,1.39,21199.4,,20095.6,676,,18272.1,2226.83,12402.1,5482.6,251706.5,26302.2,10589.4,1.24,23.92,18.77,168521
Financial Technologies (India) Ltd.,982,908.4,54.2,,0.3,557.3,185.02,,191.6,2021.1,176.2,488.7,49.97,1838.8,988.4,776.4,,8.5,832.7,339.41,4344.2,492,7113.8,2098.2,122.7,40.61,2955.1,1805.3,1535.6
G A I L (India) Ltd.,153322.1,139697.9,4121.6,,39.3,130470.7,103140.3,19165.6,31646.2,220982.3,59090.6,33233.3,2.7,174698.8,150975.6,4606.4,5.8,,151584.7,117584.69,13378.5,25855.9,187728.9,41652.6,14593.6,1.96,206,223.33,196472.3
G M R Infrastructure Ltd.,612.8,-2,588,,,257.3,11.09,2073.6,23.4,6537.6,544.9,0.9,NA,341.4,-0.2,336.3,,,312.6,4.88,1000,16.6,18387.3,3237.9,-72.9,7.27,75.16,43.17,6436.4
G T L Ltd.,7012.9,6497.4,489.3,,8.1,6749.5,4788.73,2183.4,1723.8,15834.9,7315.6,1954.1,1.43,7359.9,6915.9,424.7,14.1,,7589.4,5427.45,7713.9,5843.3,24805.7,14734.9,1434.5,1.27,222.6,221.75,20918.4
Gateway Distriparks Ltd.,1419.6,1304.2,105,,,693.4,459.75,258.8,87.6,6519.9,3625.3,233.8,4.06,1604.6,1364.8,216,8,,831.4,545.97,23.8,141.8,6723,1809.8,1170,2.46,192.6,69.3,2923.1
Glaxosmithkline Pharmaceuticals Ltd.,19807.5,15586.3,535.9,1884.8,34.1,14578.3,8136.59,55.4,2477.1,30516.6,3762.6,2172.4,8.25,20639.9,16093.9,712.7,2029.3,443.8,15095.5,8254.2,57.7,2447.8,35273.2,4346.6,2701.3,6.39,1261.1,1137.95,25936.7
Grasim Industries Ltd.,78557.5,66712.2,1414,46.3,39.9,69288.6,39298.87,14075.1,9691.5,88566.9,13223.2,12677.4,3.8,99035.4,85945.6,2049,60.7,,83502.5,46515.65,24431.6,12668.6,112619.9,15188.2,16716,3.08,2620.75,1759,80954.4
Great Eastern Shipping Co. Ltd.,23442.9,19347.7,734.5,3325.8,875.5,15056.9,8310.6,18564.8,3242,46083.6,14759,13215.3,2.05,22565.2,19975.1,1100.1,1363.9,,13732.1,8506.13,21141.2,2418.3,56136.2,12965.7,10046.6,1.01,350.8,350.4,46380.2
Gujarat Alkalies & Chemicals Ltd.,11217.9,9441,25.2,6.3,4.8,9290.7,5208.84,3129.9,1109.8,16616.9,3078.5,3757.5,1.55,12559.5,10618.5,164.6,1.2,2.6,10710.2,6363.28,1587.1,1128.3,18415.3,3430.5,2905.9,0.96,152.25,158.45,14788.9
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,23757.4,21467.5,240.4,111.3,,20844.4,14873.88,512.6,2644.5,24969,7561.9,3473.1,1.44,30040.5,27416.8,101.8,133.7,3.3,27283.5,19605.09,175,4424.5,33893.3,11300.7,2028.3,0.92,111.9,115.45,23140
H C L Technologies Ltd.,31162.6,30136.5,801.6,14.2,,24779.7,11058.51,133.8,9350.2,38144.8,8387.7,7738.3,6.34,42080.4,37389.1,4362,2.7,,31062.8,13905.23,408.9,10030.2,49057.3,14928.9,9887.6,6.66,168.28,126.97,36450.2
H D F C Bank Ltd.,56889.8,,56765.4,2.7,,48182,5856.6,33165.1,74690.2,735868.7,86776.9,129869.5,4.57,84836.1,,84676.5,,10.5,73421.6,8384.27,51723.6,97910.1,913192.9,120120.2,30142,4.74,229.51,205.52,515059.8
Hero Motocorp Ltd.,104216.6,88650.2,1410.5,0.4,8.6,94652.9,69076.33,1857.8,10728.8,38800.8,5495.3,8800.7,8.85,119658.2,100707.3,1972.2,3.2,138,111111.3,81487.71,1651.7,10419.2,42463.4,6961,5690.4,5.57,691.8,680.35,32983.4
Hindalco Industries Ltd.,127725.5,113948.3,2000.5,314.5,52.2,121533,83249.05,46111.5,22257.2,189218.5,65192.5,7113.6,2.2,202629,182635,2817.4,,891.1,181424.5,133531.49,59784.7,27527.5,250277.1,66240.3,32812.4,1.22,143.61,129.23,151239.6
Hinduja Global Solutions Ltd.,0.1,,,,,1.9,0.05,,10.5,1.6,0.1,-0.2,NA,1554.2,1518.3,18.8,,7.5,1353,839.77,,1233.3,6984.5,750.3,582,NA,539.85,247.8,3.9
Hinduja Ventures Ltd.,2559.6,2229,269.4,,2.1,2156.9,1248.17,2431.4,463.3,8397.6,1047.3,771.2,4.2,10770.3,1591.3,9154.7,,0.3,3879.1,839.06,0,46.9,6331.7,2209.4,-1905.9,2.09,464.3,218.1,5366.8
Hindustan Construction Co. Ltd.,15761.9,15002.8,146.1,414.5,,19292.7,17012.19,10423.1,7739.8,29929.9,20419.2,-1030.9,4.98,18861.2,17581.5,647.3,,8.3,23986.5,19453.86,13763.3,8439,36389.9,19602.1,-5702.2,2.54,62.73,38.58,14203.3
Hindustan Petroleum Corpn. Ltd.,812724.1,711872.7,1769.2,,75.9,822758.2,712842.95,21196.2,73947.4,248521.7,101564.5,6515,1.24,1028087.4,895335.5,5214.1,,34.1,1014813.1,883920.62,27851.8,88917.7,318611.7,107027.9,37875.1,0.88,270.15,177.4,190909.5
Hindustan Unilever Ltd.,139461.1,121492.9,2862.8,4329,1304.9,122207.1,75765.32,11.7,32016.3,75319.4,24753.6,14245.9,17.54,154303,137906.7,2466.3,2113.6,836.3,136668.9,84724.54,11.7,38370.9,68921.9,26723.6,14840.7,32.35,188.65,200.2,66719.5
Hotel Leelaventure Ltd.,3464.4,3205.1,165.8,,14.5,2733.3,1317.12,10344.5,800.9,20684,2145.1,1737.7,4.51,4755.9,3875.3,341,415.7,,3493.5,1546.83,9201.9,1014.1,20921,798.1,2270,3.02,52.75,32.5,15987
Housing Development Finance Corpn. Ltd.,42910.3,-19.6,42194.5,572.6,,30337.3,884.95,432237.4,11013.7,534561.9,14448.7,10917,7.47,59148.6,46.3,58823.9,108.4,,43444.8,930.21,536335.7,14849.7,656260.4,16629.2,15789.9,6.93,406.4,407.37,425445
I C I C I Bank Ltd.,193683.4,,188552.2,71.2,,168282.7,14364.23,447292.8,136572.6,2520587,238981.9,122072.6,2.36,299572.3,,297708.4,1152.2,,268470.1,17774.41,663942.8,164766.1,3453124.5,458414.5,193245.8,3.16,190.04,124.21,1684353.4
I D B I Bank Ltd.,86904.9,,64375.4,63.5,,81296,3826.67,497045.3,45126,886211.3,75801.3,26659.4,0.89,76909.9,,72612.2,1786.2,,70606.8,3440.15,469637.6,40643.7,1038392.9,107762.6,56246.3,0.9,121.4,63.05,814303
I D F C Ltd.,10119.6,-0.6,10098.3,1.1,,6363.2,224.18,79937.9,2111.6,122551.8,4176.4,-28967.5,2.94,15409.3,-0.6,15005.6,,0.4,10780.6,303.78,135436.7,3696.9,182781.4,11344.7,1204.4,3.27,133.8,107.6,87340.9
I F C I Ltd.,19798.9,1873,15943.6,2.7,,21579.9,320.05,134494.3,8977.2,119466.5,18009.4,14873.9,-0.18,25233,2063.6,19976.5,7.1,,16495.9,373.52,124755.1,7513.9,200489.2,30875.3,3026,132.3,59.55,36.45,130434.7
I I F L Holdings Ltd.,495.2,454,2.1,,,230.5,39.23,800,76.6,2837.1,75.8,-1178.4,4.75,2867.2,378.3,2483.6,,,2346,592.76,362.7,2445.2,6670.4,2265.4,892.4,5.89,147.06,120.98,579.4
I T C Ltd.,166115.4,97583.8,1862.1,,678.7,145118.7,51372.99,936.9,22000.9,133384.8,40843.5,18212.1,8.14,200074.3,122569,2461.1,,,175668.3,66146.49,938.1,23961.7,152522.7,49313.8,20016.3,5.48,77,89.95,117785
I V R C L Ltd.,15382.1,14911.2,149.4,,1.5,14452.5,13237.61,3943.8,5930.5,18062.4,10134.4,-1025.1,6.27,23791,22930.7,374.3,1.3,6.4,22376.4,19983.78,2295.2,9092,28919.1,12760.8,-1259.6,2.88,190.57,148.7,13219.7
Idea Cellular Ltd.,20209.1,20027.2,32.7,4.8,,18953,12500.05,15717.5,7248.1,50821.5,4379.5,8221.5,NA,44125.4,43569.3,252.1,1.9,,39092.9,26785.98,37154.6,20316.3,88950.2,22884.3,16051.1,11.22,124.75,93.6,43682.9
Igate Computer Systems Ltd. [Merged],10461.6,9965.5,451.5,1,,8404,4192.28,30.6,2172.8,27397,5880.3,2429.4,2.61,13691.9,11664.3,1582.3,13.3,,9816.7,5132.76,23.8,2449.5,31817.4,6016,4197.6,1.81,514.15,217.05,23697.8
India Cements Ltd.,18462.7,15281.1,56.7,99.4,4.6,17787,8229.95,12386.4,3731.2,37772.3,4980.3,1643.6,3.66,26230.4,22542.5,22.1,67.4,6.7,21487.2,9607.64,18631,4035.2,47628.8,7402.1,6430.6,2.57,209.3,125.7,37050.1
Indian Bank,39720.6,,36286.6,,12.8,34675.8,6221.12,23668.7,19701.2,476352.7,54864.7,23336.2,NA,51087,,45611.7,,9.9,43489.3,7121.28,22347.5,29805.2,561486.6,55342.3,13437.2,1.2,128.4,89.1,400305.6
Indian Hotels Co. Ltd.,11894.2,10900.2,488.6,25.5,,10056.4,5517.56,2569.9,1988.4,27548.8,2057.5,2386.6,4.49,16532.6,15212.6,930.6,1.9,,13308.7,7242.58,5311.3,3052.4,33661,2354.4,4992.7,4.76,138.71,80.75,26166.9
Indian Oil Corpn. Ltd.,2019088,1800795.4,15775.8,103.8,158.9,1995937.7,1666397.04,213417.7,239218.7,921534.8,334922.3,-9365.9,2.33,2442828.2,2159530.4,51938.2,377.4,525.9,2366035.3,1985295.62,223776.5,273409.1,1028927.7,354815.2,-28924.7,1.34,227.07,161.78,753897
Indian Overseas Bank,51344.9,,50207.3,435.2,,43511.5,7278.1,28193.7,28118.5,594298.9,48957.5,-21632.6,1.73,67250.2,,65578.3,321.2,,57165.9,7746.37,41762.3,52494.6,823261.7,101447.4,75723.7,1.45,117.25,76.45,508150.4
Indian Petrochemicals Corpn. Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,77186.5
Indusind Bank Ltd.,14187.2,,13324.2,,43.4,13819,1060.09,11019.7,5652.4,176679.6,23201.7,2614.5,1.57,18159.9,,17151.9,,276.5,17487.6,1132.44,13892,7759.4,209718.1,33631.1,8840.1,1.27,53.75,55.6,156220.1
Infosys Ltd.,92750,90190,2140,5.8,4.5,68540,36415,,6420,91240,50900,22590,11.91,136550,131250,3630,1.7,0.5,98730,52111,,8810,130080,82790,30520,10.33,485.96,455.15,66070
J S W Steel Ltd.,72686.7,62010.2,3739.2,14.5,4.4,65514.3,41104.23,36821.7,19183.4,115064.6,21995.9,18635.9,1.18,94659.1,85478.9,268.3,687.3,18.2,81073.7,53946.81,37463.8,22105.1,132044.6,20971.2,30281.5,1.55,604.85,800.05,89788.4
Jaiprakash Associates Ltd.,39089.3,32122,4252.2,,163.1,32485.9,19817.43,36911.8,16040,91280.9,34007.5,2957,4.21,38307.9,34670.4,372.8,,176.4,36099.9,20425.7,49954.2,20999.3,111972.1,33153.2,7787.6,4.61,101.05,96.63,61541.2
Jaiprakash Power Ventures Ltd.,3533.1,2774.7,23.1,,,2076.3,482.2,10465.9,582.5,18670.1,2338.9,2195,2.05,4124.2,3356.7,268.9,,,2128.8,513.22,8939.1,443.5,20625.6,4201.5,1985.8,1.54,34.95,44,17466.7
Jammu & Kashmir Bank Ltd.,18352.6,,17925.1,,,16584.2,1810.88,3509.3,7584.6,264489.7,26958.6,-7795.7,1.21,20820.6,,20434.4,,,18075.7,1972.2,6200.8,7224.2,286465.2,39123,-4777.9,1.55,68,50.86,244228.3
