|||||||||||||||||||||||||||NSE|NSE
Allahabad Bank|103268.90|||5.60|91205.60|8484.54|100582.30|34311.10|54354.70|1217041.00|103112.50|102817.00|1.08|124765.60||0.40|0.40|110534.50|12469.80|121377.40|38977.70|66060.10|1512910.50|122887.40|53608.30|1.43|195.00|149.65
Alok Industries Ltd.|45991.60|44409.00|16.00|828.40|46856.40|29031.26|731.70|4875.50|71183.40|121964.30|41887.30|1845.50|0.64|67553.50|65123.60||17.40|65735.40|44901.24|1196.50|6616.60|77370.90|142969.70|50258.10|11260.80|0.56|25.90|17.61
Alstom India Ltd.|21228.50|20398.00|2.60||20925.20|16037.05|227.20|21926.20|0.00|30796.20|21079.20|3440.30|8.47|19033.70|15719.00|2481.20|2729.10|17345.60|11092.15|419.10|21153.50|15.10|31967.70|20845.30|2739.00|6.71|526.05|391.35
Alstom T & D India Ltd.|42843.20|40167.40|0.20||42202.10|32296.15|1.70|16258.60|4360.00|49659.80|33017.70|1093.20|7.75|44595.50|41241.60|149.90||43818.60|33505.40|34.50|21501.30|3096.00|42492.10|27832.60|2521.10|5.13|258.80|195.20
Ambuja Cements Ltd.|87318.00|73838.00|399.10|32.70|75217.60|34430.31|1812.40|12976.10|565.00|103942.20|28300.60|18501.10|2.99|100661.30|85280.00|332.00|362.20|87794.40|41263.26|2108.40|15881.90|493.60|116317.40|35178.60|14830.50|2.95|129.45|174.05
Andhra Bank|73795.60||5.50||63337.10|7196.75|70053.70|21191.80|58524.40|904308.10|122195.50|79315.70|1.19|91885.00||8.60|532.00|79214.30|7999.65|87660.80|21036.90|76397.40|1091092.40|115164.90|2441.30|1.30|132.95|118.40
Apollo Tyres Ltd.|54792.90|50382.80||39.30|50904.70|37795.56|240.50|6904.60|8199.70|44616.80|9582.00|7026.60|2.07|60755.40|54693.60|161.10||62860.10|45221.58|263.90|10223.70|10719.10|58032.50|15610.00|1533.10|1.85|79.60|79.00
Ashok Leyland Ltd.|81672.40|74306.20|52.70|112.60|79954.10|61568.25|814.90|25920.70|21372.30|93230.50|32228.00|10673.20|3.20|124372.40|114013.00|18.90|33.30|119814.80|95024.83|293.30|31227.90|25382.70|106173.80|37728.40|8804.70|2.85|24.23|24.90
Asian Paints Ltd.|59520.70|53455.90|70.20||53070.80|32009.05|1215.70|11585.70|659.60|46233.90|11981.00|8482.20|12.56|73219.60|66051.60|19.00|1.00|67043.50|41162.01|433.50|11952.70|617.60|38891.70|15631.10|7432.50|12.27|331.39|388.86
Aurobindo Pharma Ltd.|34404.20|32491.10|92.60||30621.40|23640.64|980.40|5951.50|9304.10|46340.40|22200.00|3463.80|2.79|42870.00|41265.00|2.40|0.00|38295.80|30092.56|490.20|7746.10|10968.00|58826.80|29777.60|2445.70|2.22|85.28|55.00
Axis Bank Ltd.|156123.30|||38.70|130978.00|13380.07|154301.70|51013.90|171695.50|1806805.30|184339.80|51840.70|2.95|197942.60|||69.80|164057.70|17302.86|194608.60|68448.70|252678.80|2427460.30|251837.80|149622.50|3.03|261.83|203.15
B E M L Ltd.|31179.60|28519.10|0.80||30461.00|22356.42|231.20|8922.50|1442.10|44595.90|36108.30|896.90|2.15|30443.90|26197.30|0.00|0.20|30426.20|21471.29|399.20|9706.50|1443.10|43103.90|32535.70|-1583.40|1.33|589.35|377.35
B G R Energy Systems Ltd.|31009.30|30681.30||1.30|28980.40|22929.29|201.80|18898.00|489.70|38177.30|29075.10|3256.60|5.50|47802.70|47488.60||0.30|44593.20|39754.47|185.50|23842.50|538.80|52482.70|41715.20|-1942.40|3.62|468.25|302.10
Bajaj Auto Ltd.|126750.40|117729.90|98.70|34.20|110225.30|89041.44|1487.60|20241.80|13255.80|87389.00|29691.60|27039.00|9.95|187525.90|163697.00|8388.10|201.20|154956.50|127995.18|5064.40|24255.80|1677.30|94194.80|26969.90|14857.80|8.62|1423.15|1572.85
Bajaj Hindusthan Sugar Ltd.|32403.90|28709.90|2.50|1.00|39402.10|24974.45|1976.30|17169.50|52031.30|111049.70|25641.00|-6755.10|0.81|52034.90|49253.50||27.10|43030.20|41985.82|1257.80|13270.50|37724.00|102317.80|17336.90|15792.30|0.78|60.34|29.65
Bajaj Holdings & Invst. Ltd.|8523.50|3.30||52.60|862.80|11.48|8257.60|285.60||65223.10|77.10|6775.40|1.68|10788.30|1.30|||787.40|18.59|10743.20|254.80||50913.70|2235.00|6917.80|1.92|737.90|780.85
Balrampur Chini Mills Ltd.|30925.80|29277.50|32.00|182.30|41255.90|23935.44|164.40|2395.00|7166.80|39896.10|17668.90|-6318.80|1.39|30925.80|29277.50|32.00|182.30|41255.90|23935.44|164.40|2395.00|7166.80|39896.10|17668.90|-6318.80|1.39|62.65|51.75
Bank Of Baroda|200509.00||12.60|12.10|169925.70|20148.20|191387.70|79096.00|132418.90|2783166.90|385207.90|203656.70|1.54|249754.10||13.70|15.50|207337.30|21933.46|239231.20|64688.60|221933.70|3583971.80|532443.10|149301.80|1.91|174.16|146.58
Bank Of India|204946.20||||187535.50|18203.90|199587.70|80003.10|223081.20|2749664.70|342631.70|187269.30|1.40|243934.90||||219047.80|26977.12|237835.70|122682.70|218429.60|3511725.60|466900.20|260194.20|1.63|414.20|347.05
Bata India Ltd.|12938.80|12488.40|3.30|6.40|12212.90|8553.90|84.70|3269.10||8111.00|4740.40|1628.40|6.40|16959.90|15281.80|25.00|0.00|15598.20|10208.77|1188.10|2782.50||9242.10|5497.50|697.90|6.25|305.25|433.15
Bharat Electronics Ltd.|55953.80|51960.20|34.20|313.50|49122.60|39885.07|2406.20|44310.30|7.30|109182.20|87168.50|10277.40|4.05|59434.50|55163.40|13.60||50913.40|41554.14|2726.70|75850.30|4.10|156926.50|123718.90|30175.30|2.69|540.97|446.83
Bharat Forge Ltd.|19817.80|18430.30||0.60|18818.40|13452.51|371.00|7032.20|17418.50|45154.40|12541.90|5330.80|3.71|31502.10|29424.50||0.40|28752.00|21164.98|306.50|6905.70|14545.30|44869.60|12059.80|3410.10|4.05|306.25|300.05
Bharat Heavy Electricals Ltd.|384327.70|331707.40|3.00||349087.80|259151.66|9498.10|280237.30|1221.90|544094.80|416852.10|14269.90|7.35|459906.50|419720.80|42.70||401068.00|287455.49|7564.80|313465.70|1595.90|677157.40|490661.20|26586.10|5.01|410.07|232.45
Bharat Petroleum Corpn. Ltd.|1337731.10|1215140.10|40.70||1362254.30|1145515.33|18197.10|145505.60|121513.30|545666.50|194900.30|-15466.00|1.43|1650841.00|1508953.30||76.90|1655936.20|1432628.17|11154.50|195058.90|148603.20|571988.20|238588.30|30091.00|1.57|322.57|371.98
Bharti Airtel Ltd.|368381.00|355891.00||171.00|274114.00|200752.70|11389.00|122848.00|43667.00|613388.00|46038.00|126282.00|3.23|385095.00|380096.00|5.00|246.00|307926.00|229357.40|2102.00|133996.00|99131.00|796311.00|35530.00|132302.00|3.08|383.45|305.05
Bhushan Steel Ltd.|61210.90|56165.30|18.70||55707.50|42184.27|1125.90|15671.30|108146.60|173401.60|32953.50|3952.40|1.80|76458.10|69299.30|18.90||71124.60|47753.53|671.50|20191.60|127819.50|252715.40|44021.50|10077.00|1.59|430.73|456.60
Biocon Ltd.|12650.80|11613.30||28.30|10556.70|8006.69|212.30|3796.20|1650.60|22771.60|8410.60|2205.40|3.63|17437.00|15578.00||3.00|13122.00|9918.10|469.00|3196.00|1614.00|26141.00|9157.00|3479.00|3.55|363.65|237.70
Bombay Dyeing & Mfg. Co. Ltd.|19850.80|19094.60||1.70|17209.80|12610.24|200.20|3098.60|15303.90|24458.90|8217.90|750.30|10.11|20143.90|18619.40||7.00|28433.20|23113.30|299.90|2812.90|10081.70|28113.30|12549.70|5519.70|4.61|73.12|107.52
Bombay Rayon Fashions Ltd.|16304.30|16147.70||14.60|16045.60|11427.76|133.10|1760.20|13543.60|46994.60|10989.20|361.50|1.27|22783.30|22508.10||0.80|22573.00|16568.18|212.40|3901.00|15836.70|64003.10|17770.20|-25.60|1.28|285.65|239.15
Bosch Ltd.|75366.90|66848.20|6.80||68721.90|49471.91|1994.80|13370.50|2733.50|73380.70|29441.00|8702.80|4.83|91004.00|80605.00|9.00||81871.00|59143.40|3194.00|15272.00|2890.00|71576.00|31607.00|3809.00|4.50|6879.50|9112.20
C E S C Ltd.|35272.10|33595.70|14.50||30939.10|24552.34|1043.00|29618.70|25026.10|113702.60|19034.50|8612.20|1.25|43191.00|42251.20||7.80|38307.00|29595.20|830.30|30068.70|25268.50|120015.50|17421.20|9925.10|0.90|294.80|289.70
Cairn India Ltd.|1721.70|32.00|||2411.20|158.35|1560.90|1480.70|13450.00|335160.60|1965.80|-1280.60|1.82|951.00|18.80|||3077.70|221.40|927.10|1538.00|13500.00|333192.70|6736.40|-531.00|2.10|325.80|307.55
Canara Bank|227402.40||27.80||197188.10|18368.32|216552.60|58703.70|84405.50|2650516.80|224544.80|215734.60|1.34|283454.70||4.50||243195.80|23777.47|269441.20|80654.30|142616.40|3362348.70|372109.50|181173.50|1.55|527.80|412.65
Central Bank Of India|138220.60|||3.20|127638.30|12486.79|134570.30|52373.80|72806.60|1831007.60|221832.70|74758.80|1.36|164857.20|||1.10|152333.10|20707.59|162106.40|64936.30|128815.10|2101306.30|196305.50|-69789.30|1.64|126.10|81.95
Century Textiles & Inds. Ltd.|50402.20|45876.50|64.20|46.20|48129.50|27279.84|125.50|8104.30|13730.80|58680.90|11870.20|6054.20|2.69|52881.90|47600.30|214.30|23.90|50887.60|30341.61|87.10|8053.50|16786.70|64848.40|14577.50|4763.50|1.68|365.50|309.60
Chambal Fertilisers & Chemicals Ltd.|36519.50|35476.70|50.40||33268.50|26168.60|456.30|2276.60|19783.70|46744.80|11760.20|-1610.00|1.84|47506.40|46549.60|75.40|28.20|45390.80|35234.24|694.30|2630.10|22784.40|48266.40|13570.10|5663.30|2.03|80.00|73.15
Chennai Petroleum Corpn. Ltd.|302504.10|255343.40|0.40|31.20|303051.80|239859.58|1821.30|23910.60|15611.50|114741.40|62867.70|-14973.60|1.27|391503.50|338653.00|0.10||390854.40|317511.20|561.40|43372.90|23771.60|135743.80|81205.60|9352.00|0.88|227.40|120.90
Cipla Ltd.|58604.00|56217.20|963.40|10.50|50441.00|34783.86|280.50|9612.00|46.60|85278.30|33997.20|11102.60|4.60|64903.70|63233.70|107.00|47.20|56686.90|43066.56|374.60|9319.10|38.30|89881.90|37211.90|9500.00|3.91|326.90|316.55
Colgate-Palmolive (India) Ltd.|21237.10|20048.20|29.30||17143.30|10470.69|281.20|4266.50|45.90|9014.60|4734.00|3486.30|28.16|24316.80|22734.10||0.60|20591.60|11936.88|304.90|5915.90|0.50|14922.60|6322.30|3126.80|28.83|501.73|598.63
Core Education & Technologies Ltd.|4265.30|4179.50|||3290.80|2371.74|85.80|221.00|918.30|11013.40|2523.40|978.90|3.16|5298.50|5064.10|||4169.30|2635.87|141.90|893.80|4907.40|18934.90|4303.80|1355.60|3.50|298.15|297.55
Crompton Greaves Ltd.|57761.00|53724.80||6.00|52080.50|39747.09|1111.30|14466.00|267.80|37830.60|21268.50|6711.60|9.56|65073.30|60678.40|||58698.40|46393.00|922.80|15293.40|134.00|44183.70|21739.50|2393.80|7.64|264.60|121.20
Cummins India Ltd.|31572.00|28585.10|8.40||26936.30|21063.61|679.20|5209.20|0.00|23915.80|10055.70|5759.40|6.51|43803.40|40345.20||2.30|38356.30|30115.47|591.70|7000.60||29070.80|13479.00|4292.50|7.65|485.82|449.45
D C B Bank Ltd.|5691.30|||2.50|6475.80|927.82|5508.70|2194.60|5035.10|61512.30|4238.20|-564.30|1.19|6483.60||10.50|0.80|6269.30|1014.04|6367.00|2951.90|4857.10|74250.20|6150.80|868.10|1.62|59.95|42.80
D L F Ltd.|32341.70|23979.90|32.80|2.60|24670.70|8382.89|7769.20|19653.50|115215.60|289508.80|88244.10|3663.40|4.09|41843.30|29056.70|0.00|3.20|29147.50|7474.73|12211.90|53069.40|125114.50|347905.60|132397.50|14860.30|3.30|220.30|198.55
Dabur India Ltd.|29350.90|28634.00|24.40|4.30|25116.30|16248.07|342.40|4359.60|151.90|17792.20|6047.70|4794.50|18.39|33404.00|32687.30|17.20|2.20|29469.00|19377.57|264.90|5312.90|109.40|24410.70|8805.80|3190.20|15.19|116.60|114.55
Deccan Chronicle Holdings Ltd.|9232.50|8911.00||13.00|6623.30|3729.26||3730.60|3423.30|20530.90|8492.30|3872.70|2.97|10317.00|9737.50||7.90|9191.80|5217.99|279.90|519.00|3372.70|22086.00|11353.50|1403.20|1.53|70.55|31.85
Dena Bank|46210.50|||5.00|41098.00|4294.58|43430.10|19133.90|15619.20|575890.60|56565.60|26538.20|0.94|55877.00|||3.80|49760.70|4916.09|52824.80|11048.40|16916.60|708387.10|60724.10|30301.20|1.00|90.75|98.75
Dish T V India Ltd.|11534.30|9079.20||80.20|14152.50|9829.13|2156.40|13887.20|6594.20|28773.30|5815.00|46.90|9.73|15245.90|11856.60||171.00|17159.40|11097.15|2828.00|12106.80|5317.30|26878.10|3486.00|4004.40|113.61|90.45|63.70
Divi'S Laboratories Ltd.|9668.60|9371.40|1.50||7217.40|4822.62|169.30|1632.50|272.60|18884.70|7273.20|3581.50|5.81|13581.30|13133.70|||8879.60|7522.57|288.80|2313.80|94.20|23116.10|9540.30|3261.00|4.90|397.57|512.58
Dr. Reddy'S Laboratories Ltd.|50870.00|47997.00||5.00|43582.00|28160.50|1681.00|14475.00|5593.00|90367.00|23804.00|12354.00|3.64|59415.00|56668.00||12.00|51271.00|34918.50|1097.00|11508.00|14379.00|102673.00|30888.00|2463.00|4.61|1526.90|1648.15
Educomp Solutions Ltd.|8753.10|8211.70|183.80||6537.20|3259.87|185.50|1655.70|5190.90|22002.10|11704.00|2884.20|5.80|10698.60|10197.00||2.80|6879.80|4334.24|390.00|2456.00|6474.90|26490.20|8451.20|3271.20|2.47|396.75|169.50
Escorts Ltd.|28594.70|27500.60|8.00||27776.80|22122.47|403.40|7310.30|2164.80|31931.50|9518.60|605.70|1.35|33533.50|32337.10|9.90||32681.30|26901.03|377.90|8570.90|2824.80|32452.30|10408.00|1862.50|0.43|115.35|68.55
Essar Oil Ltd.|432781.00|364378.70|414.90||435594.50|349633.88|8086.80|101589.30|86482.70|260059.70|76528.90|14153.70|4.74|536966.50|472659.40|0.00|10834.30|551059.80|442730.12|2386.90|156154.30|122657.20|347838.70|128377.20|11802.00|4.83|122.45|55.10
Everest Kanto Cylinder Ltd.|4348.50|3510.50|4.90|103.20|4216.00|3139.04|283.70|1010.10|2188.90|9607.80|2953.70|274.70|2.80|4145.80|3813.50||0.70|3495.50|3100.51|87.10|710.30|2195.30|9842.40|2440.40|619.10|1.59|91.15|30.85
Exide Industries Ltd.|45860.30|37997.20|0.50|4.00|40960.30|25968.56|335.60|4943.30|898.20|29713.30|8713.10|5238.40|4.78|52270.90|45843.20|678.40|4.60|47484.40|32903.07|1019.80|6587.40|20.90|36229.00|12527.70|3977.90|4.49|161.45|136.65
Federal Bank Ltd.|43258.10||3.90||38612.60|3369.76|41126.00|11512.20|10467.60|438223.10|30806.70|-448.20|0.97|45688.40||3.30||39817.60|4249.21|44087.60|10808.40|18883.60|516990.80|43356.60|23310.40|1.40|45.11|44.86
Financial Technologies (India) Ltd.|6543.70|3269.50|30.80||3100.00|1003.16|3138.60|1001.30|4085.20|27199.20|2772.20|1101.70|3.54|5746.40|3555.70||2102.20|4827.10|1218.31|1451.70|864.70|4040.80|27724.00|1922.00|-516.60|1.93|865.05|738.40
Firstsource Solutions Ltd.|8338.70|6617.20|5.10||7665.40|3640.03|1685.30|565.60|12056.70|22897.70|1904.10|1574.00|1.25|7696.20|7028.20||15.00|7033.30|4010.40|646.30|1590.40|12920.20|24529.60|3696.70|784.90|0.84|18.80|8.65
Fortis Healthcare Ltd.|2542.90|2054.30||4.80|2241.40|1406.17|472.60|814.00|12396.50|29231.90|748.80|156.60|3.68|4409.90|2519.00||4.60|2991.80|1751.49|1838.20|984.40|4492.90|35857.70|2189.30|-0.50|2.03|161.45|101.40
G A I L (India) Ltd.|259288.10|239682.50||75.50|228095.60|185701.15|4200.70|54483.10|13603.80|303867.30|63227.70|46774.30|3.10|334264.90|320499.50|145.70||299978.50|259584.34|4112.30|47543.70|20900.00|327626.70|51092.70|30772.50|3.06|450.75|352.10
G M R Infrastructure Ltd.|1845.50|1020.30|||1837.80|634.71|637.30|701.50|17750.00|84966.00|1214.10|347.90|3.94|7343.80|5402.60||0.30|6755.00|4220.77|1861.00|3722.60|17000.00|99344.30|7707.90|77.10|2.20|32.28|24.63
G O L Offshore Ltd.|10139.50|10074.00|40.50||8393.30|4380.93|7.50|2043.90|23078.00|35694.40|3139.50|4070.50|1.48|9406.10|8427.70|583.70||8389.10|4384.15|343.60|4012.40|26467.40|44843.40|4843.20|2993.00|0.84|213.25|84.30
G T L Infrastructure Ltd.|6984.90|3461.60|12.80||7010.70|4095.84|1551.10|3933.10|44703.10|66629.60|7031.50|1209.10|2.26|8024.50|4882.00|18.10|0.00|9417.40|5016.60|413.60|8954.60|40182.90|75789.90|5154.20|3436.90|2.20|15.85|8.10
G T L Ltd.|16786.60|15513.30|5.90||14684.20|11507.67|1240.70|7533.80|21735.00|43365.80|17843.40|2799.00|3.47|33527.30|30803.60|21.60|0.20|33491.10|25031.96|2667.50|15726.70|38907.30|68718.20|17741.70|3216.00|0.69|97.20|33.80
G V K Power & Infrastructure Ltd.|604.70|445.60|||387.80|136.19|135.60|26.30|1003.40|25702.10|131.60|12.70|2.87|1231.10|407.30|||548.30|152.54|813.40|27.90|9.50|26396.10|74.20|-229.80|1.61|20.15|15.35
Glaxosmithkline Pharmaceuticals Ltd.|23551.00|21597.90|4.90|265.00|18116.00|10590.03|1173.40|3462.20|51.60|50729.50|23340.10|4274.40|10.25|26489.40|24007.60||142.80|22744.30|12252.90|1603.20|2713.90|49.00|30256.90|24732.50|2682.80|8.58|2346.10|2019.30
Godrej Industries Ltd.|10343.90|8093.70|0.90||9707.90|6922.58|1609.40|2104.00|2634.20|19107.90|2617.50|700.20|4.41|13186.30|10568.50|248.30|0.00|12083.60|8791.10|1583.80|4748.30|4411.10|22860.40|3579.20|1014.60|5.36|209.23|241.61
Grasim Industries Ltd.|96095.90|82217.50|3467.90|112.90|75138.50|42031.51|2247.50|3023.70|7952.20|93301.90|7791.20|19791.40|3.61|53592.70|46525.50|334.70||41901.00|28279.88|2563.00|3708.70|7649.60|100177.80|9295.10|9729.90|2.77|2127.50|2640.90
Great Eastern Shipping Co. Ltd.|22498.80|19142.70|1858.50||18541.30|10484.77|1276.40|3997.80|35815.60|97776.10|14767.40|9109.50|0.83|16643.40|13816.60|1056.90|857.00|13978.80|8005.03|1555.50|2033.00|36158.20|96127.30|9407.10|6783.30|0.73|287.05|248.85
Gujarat Mineral Devp. Corpn. Ltd.|11130.00|10596.40|60.10||8430.90|5041.72|212.10|2005.40|2160.70|30020.40|2222.60|5535.50|3.21|14707.40|14217.60|12.40|5.50|10916.50|6587.36|194.40|3579.90|1330.20|26868.60|1450.00|3887.00|2.58|155.25|186.20
Gujarat State Petronet Ltd.|10236.60|9919.40|||6098.90|2464.11|146.70|4878.70|12565.50|37980.00|2845.90|8862.30|3.16|10919.00|10459.40||0.10|5855.20|1782.61|206.90|2948.70|14781.90|41151.40|3772.60|5975.00|2.78|90.80|70.00
H C L Technologies Ltd.|52559.70|50703.00|38.70|16.70|41650.30|21105.89|1566.40|17224.80|10305.10|91591.50|35640.80|6801.40|5.01|69610.50|67604.40|14.30|3.00|58723.10|31419.93|1564.30|15153.40|8598.70|97766.60|36306.40|14101.30|5.82|248.10|238.22
H D F C Bank Ltd.|201589.60||40.20||172102.60|22378.95|201501.20|191676.70|114903.60|2225568.80|327579.70|57329.60|4.11|244867.60|||8.20|205603.60|27460.38|244772.80|266053.90|136890.00|2774287.70|405932.50|110220.60|4.30|500.25|563.55
Havells India Ltd.|25928.00|24657.40|1.10|75.90|24406.30|17229.97|105.70|3960.30|1136.00|17173.20|4898.30|1952.30|3.17|31970.80|30074.70|5.40|5.80|30688.30|22001.00|107.70|5844.20|1172.10|21794.00|6435.00|3365.70|3.45|77.21|116.64
Hero Motocorp Ltd.|177598.70|163555.90|2.30|61.80|155165.00|125414.94|2770.10|22075.60|660.30|85305.00|25595.70|25887.70|11.21|214877.00|196189.40|4.60|922.70|195868.00|158903.97|2956.20|28927.50|21518.00|107411.80|7892.30|19131.60|10.74|1899.20|2149.40
Hexaware Technologies Ltd.|5433.40|4221.00|827.40|270.50|4505.10|2188.63|303.70|1236.40||10991.10|5179.80|-29.90|1.93|7574.80|6789.20|1.30||5255.00|2948.13|676.40|2737.50||12403.50|5736.00|1086.70|2.57|71.45|127.80
Hindalco Industries Ltd.|212388.70|195060.50|41.50|12.20|200891.10|157126.20|4970.40|54269.30|51530.20|419170.50|75984.50|16782.50|1.24|258382.60|238451.70||80.70|241049.70|193123.41|4762.30|54253.60|51495.40|466727.80|94210.10|22144.70|1.35|187.00|119.90
Hindustan Construction Co. Ltd.|34743.70|33067.60||162.50|36246.10|28155.52|279.30|18520.00|18583.70|63484.40|37631.50|344.20|2.68|39853.20|37586.50|0.00|25.30|41044.80|30967.12|462.00|30603.80|23654.50|85166.40|49735.00|-97.60|1.45|32.40|20.45
Hindustan Oil Exploration Co. Ltd.|1831.20|1398.40|||1466.70|741.41|165.80|676.20|6524.70|19989.10|1650.30|-1867.20|2.71|3840.40|3270.50|1.00||3052.00|1793.50|75.50|540.50|5894.30|22273.90|1386.80|1631.00|2.23|177.55|131.50
Hindustan Petroleum Corpn. Ltd.|1176416.80|1084128.20|16.60||1195904.60|1007580.89|13875.90|145355.30|103514.90|517747.70|194702.00|32511.90|0.93|1452879.00|1346492.90||144.40|1471878.60|1263564.23|12842.50|180997.40|179284.80|613947.60|256137.30|10014.30|0.96|391.75|335.20
Hindustan Unilever Ltd.|190166.90|177153.60|1465.70|442.30|168341.30|107151.71|2962.00|52916.60||95909.10|48287.10|33977.20|20.23|211567.70|196470.20|1800.90|180.10|191458.60|120321.94|2925.90|57828.40||104019.10|55513.40|16562.00|23.32|336.75|454.50
Hindustan Zinc Ltd.|91603.10|80201.50||3.00|50435.80|30045.95|6047.70|9862.60|3.90|202239.60|15380.60|40351.30|2.81|114828.70|99786.50|1.30||67380.20|40811.64|8658.90|10076.00|3.90|250600.30|69110.20|42297.90|2.58|136.50|123.35
Hotel Leelaventure Ltd.|4807.60|4392.60|6.50|3.60|4397.40|2452.44|261.40|1445.10|28386.70|53551.60|978.70|331.60|2.24|5113.60|4543.40|185.40|18.20|4735.20|2390.28|250.60|1417.80|37713.20|63118.30|2198.30|690.10|1.69|40.90|33.60
Housing Development & Infrastructure Ltd.|15995.70|14936.50||1.50|25948.70|19531.03|1048.40|8022.70|33467.20|123995.60|90245.50|-9094.70|1.46|19237.00|18032.30|0.00|45.30|34415.10|27451.50|1165.10|18768.30|35154.90|161818.60|106578.90|-15354.40|0.78|164.70|86.95
Housing Development Finance Corpn. Ltd.|116203.50|65.50|||87787.50|1375.12|115825.20|26561.60|889997.80|1166914.30|57754.90|-105771.60|5.13|130980.60|67.10|||95664.60|1614.45|130716.70|35790.10|874411.30|1392919.30|67390.20|-173866.30|5.94|703.30|653.20
