3.9493011133,,60.5195318921
28.7502287606,,0.6254555622
9.2253239848,,-24.9063824696
23.5389751269,,29.2968750428
-1.4024705709,,19.0684556675
11.4545825548,,60.5195318921
7.7243892211,,-2.7639902809
14.7673993668,,13.3708253446
8.3591457701,,42.0398101386
24.4226402147,,32.2185465616
,,
alt_script,,ogd_script
,,
10.3399532698,median,24.1826653552
94.225575479,variance,763.3533445299
13.0789515542,mean,22.9988659351
